customer_id,age,city,employment_type,tenure_at_bank_months,existing_customer,declared_income,true_monthly_income,avg_monthly_credits,avg_monthly_debits,monthly_surplus,salary_credit_regularity,avg_savings_balance,savings_growth_rate_3m,upi_txn_count_monthly,upi_avg_ticket_size,has_existing_loan,existing_emi_amount,existing_dti,bounce_count_6m,credit_bureau_score,rent_share,auto_fuel_ev_share,education_share,healthcare_share,discretionary_share,mobile_app_logins_monthly,autopay_mandates_active,recent_large_txn_flag,recent_property_related_txn,recent_auto_dealer_txn,repayment_capacity_ratio,converted,recommended_product_true,employment_type_enc,predicted_income,lead_probability,is_high_quality_lead,predicted_product
CUST100313,32,Surat,Salaried-Private,60,1,35105.0,47710.0,50326.0,15293.0,35034.0,0.912,129621.0,0.124,10,234.0,0,0.0,0.0,0,735,0.338,0.0,0.03,0.102,0.53,31,4,1,0,0,0.662,1,Personal Loan,2,49703.81,0.96596533,1,Personal Loan
CUST100314,31,Bengaluru,Salaried-Private,96,1,37659.0,27911.0,28081.0,23469.0,4611.0,1.0,67611.0,0.09,5,484.0,1,3212.0,0.115,0,741,0.232,0.066,0.129,0.038,0.42,28,6,0,0,0,0.653,0,Personal Loan,2,26530.938,0.050401345,0,Personal Loan
CUST100315,46,Pune,Salaried-Govt,107,1,55458.0,40819.0,47348.0,42770.0,4579.0,0.963,40367.0,0.071,12,359.0,0,0.0,0.0,0,734,0.125,0.112,0.0,0.033,0.729,18,2,0,0,0,0.875,1,Personal Loan,1,44512.508,0.59657294,1,Personal Loan
CUST100316,48,Lucknow,Salaried-Private,57,1,43848.0,44777.0,43416.0,31823.0,11593.0,0.918,16544.0,0.11,10,299.0,1,15555.0,0.347,0,763,0.0,0.144,0.104,0.0,0.405,22,2,0,0,0,0.653,0,Personal Loan,2,45301.117,0.05137085,0,Personal Loan
CUST100317,48,Indore,Salaried-Govt,83,1,68945.0,60533.0,77799.0,50536.0,27264.0,1.0,195731.0,-0.068,18,1261.0,0,0.0,0.0,0,679,0.031,0.147,0.179,0.021,0.622,25,1,0,0,0,0.969,0,Personal Loan,1,64665.03,0.06182094,0,Personal Loan
CUST100318,55,Pune,Salaried-Private,16,1,31733.0,31826.0,30646.0,14663.0,15983.0,0.869,18457.0,-0.02,9,392.0,0,0.0,0.0,0,818,0.065,0.062,0.0,0.075,0.798,19,0,0,0,0,0.935,0,Personal Loan,2,29458.566,0.7030076,1,Personal Loan
CUST100319,49,Lucknow,Business Owner,56,1,36870.0,55340.0,65745.0,61146.0,4599.0,0.706,141183.0,-0.071,8,50.0,1,11401.0,0.206,0,598,0.113,0.209,0.0,0.0,0.473,7,3,0,0,0,0.681,0,Personal Loan,0,55416.6,0.0041923025,0,Personal Loan
CUST100320,34,Chennai,Salaried-Private,176,1,33491.0,20660.0,24678.0,19956.0,4722.0,0.964,38152.0,0.084,7,943.0,1,5883.0,0.285,0,726,0.217,0.014,0.053,0.0,0.431,22,3,0,0,0,0.499,0,Personal Loan,2,20826.832,0.016685503,0,Personal Loan
CUST100321,26,Jaipur,Self-Employed,178,1,21963.0,17822.0,19157.0,14797.0,4360.0,0.677,19701.0,0.073,5,173.0,0,0.0,0.0,0,663,0.016,0.016,0.085,0.034,0.848,20,2,0,1,0,0.984,1,Personal Loan,3,14136.87,0.80930835,1,Personal Loan
CUST100322,44,Pune,Salaried-Private,88,1,32848.0,29883.0,31721.0,22812.0,8909.0,0.949,73039.0,0.151,5,189.0,1,5757.0,0.193,0,819,0.117,0.061,0.043,0.0,0.587,21,4,0,0,0,0.691,0,Personal Loan,2,28631.834,0.11431785,0,Personal Loan
CUST100323,55,Surat,Business Owner,169,1,93585.0,123081.0,115777.0,73573.0,42203.0,0.756,474085.0,0.068,38,1001.0,1,42262.0,0.343,0,651,0.028,0.11,0.0,0.103,0.416,19,0,0,0,0,0.628,0,Mortgage Loan,0,122802.43,0.004713542,0,Mortgage Loan
CUST100324,57,Kolkata,Business Owner,91,1,103777.0,110752.0,107700.0,55962.0,51738.0,0.635,303270.0,-0.011,36,287.0,1,8701.0,0.079,0,725,0.129,0.099,0.0,0.053,0.64,18,2,0,0,0,0.792,0,Personal Loan,0,109900.95,0.015624043,0,Personal Loan
CUST100325,31,Indore,Self-Employed,25,1,20782.0,44552.0,48249.0,36934.0,11315.0,0.447,88834.0,0.051,10,424.0,0,0.0,0.0,0,721,0.466,0.0,0.004,0.044,0.486,13,2,1,0,0,0.534,1,Personal Loan,3,45367.742,0.5802974,1,Personal Loan
CUST100326,31,Hyderabad,Salaried-Govt,156,1,74333.0,72356.0,75484.0,47031.0,28452.0,0.944,306226.0,-0.11,20,671.0,1,24420.0,0.337,0,745,0.323,0.002,0.069,0.062,0.206,21,1,0,0,0,0.34,0,Personal Loan,1,70921.2,0.006454885,0,Personal Loan
CUST100327,24,Surat,Salaried-Private,76,1,38954.0,35844.0,43997.0,28320.0,15677.0,0.878,500.0,0.007,9,507.0,1,3154.0,0.088,0,660,0.249,0.106,0.015,0.016,0.526,25,2,0,0,0,0.663,0,Personal Loan,2,39068.805,0.0281928,0,Personal Loan
CUST100328,27,Kolkata,Self-Employed,111,1,22098.0,33175.0,32572.0,33523.0,-951.0,0.551,4369.0,-0.148,7,435.0,1,10019.0,0.302,0,749,0.117,0.007,0.055,0.041,0.478,14,1,0,0,0,0.581,0,Personal Loan,3,33891.008,0.003606844,0,Personal Loan
CUST100329,42,Pune,Self-Employed,117,1,41361.0,75927.0,75236.0,53519.0,21717.0,0.387,83772.0,0.066,24,50.0,1,10086.0,0.133,1,699,0.051,0.052,0.053,0.0,0.711,15,0,0,0,0,0.816,0,Personal Loan,3,75377.06,0.004681054,0,Personal Loan
CUST100330,42,Surat,Salaried-Private,57,1,82907.0,51915.0,41547.0,12464.0,29083.0,0.887,203974.0,0.018,17,564.0,0,0.0,0.0,0,757,0.17,0.082,0.105,0.0,0.644,33,1,1,1,0,0.83,1,Home Loan,2,52141.16,0.98325807,1,Home Loan
CUST100331,35,Jaipur,Salaried-Govt,132,1,45433.0,42600.0,48842.0,30459.0,18383.0,0.946,136928.0,0.029,16,1457.0,1,4258.0,0.1,0,870,0.0,0.089,0.0,0.029,0.782,22,5,1,0,0,0.9,1,Personal Loan,1,45372.777,0.97784585,1,Personal Loan
CUST100332,33,Delhi,Salaried-Govt,91,1,65574.0,58141.0,65873.0,35554.0,30319.0,1.0,500.0,-0.035,21,965.0,1,15738.0,0.271,0,740,0.258,0.112,0.046,0.093,0.22,19,4,0,0,0,0.472,0,Personal Loan,1,63649.184,0.019673692,0,Personal Loan
CUST100333,52,Chennai,Self-Employed,67,0,46446.0,65167.0,77977.0,54189.0,23788.0,0.446,74645.0,-0.014,21,462.0,0,0.0,0.0,1,608,0.156,0.136,0.141,0.097,0.47,9,4,0,0,0,0.844,0,Personal Loan,3,69452.41,0.014049241,0,Personal Loan
CUST100334,39,Hyderabad,Self-Employed,55,1,44817.0,80078.0,96495.0,44735.0,51760.0,0.05,500.0,0.095,31,885.0,1,14106.0,0.176,3,832,0.177,0.098,0.0,0.022,0.527,8,0,0,0,0,0.647,0,Personal Loan,3,82582.0,0.013177332,0,Personal Loan
CUST100335,51,Chennai,Self-Employed,135,0,72449.0,107581.0,125691.0,100308.0,25383.0,0.733,187118.0,-0.075,34,964.0,1,27872.0,0.259,0,810,0.0,0.0,0.0,0.019,0.722,22,2,0,0,0,0.741,0,Personal Loan,3,110545.984,0.14259765,0,Personal Loan
CUST100336,56,Surat,Self-Employed,47,0,85405.0,107006.0,125697.0,83803.0,41894.0,0.804,337364.0,0.08,32,229.0,0,0.0,0.0,0,782,0.186,0.095,0.046,0.0,0.673,20,0,0,0,0,0.814,0,Personal Loan,3,107451.266,0.28996414,1,Personal Loan
CUST100337,34,Indore,Salaried-Private,24,1,91213.0,76095.0,86864.0,55104.0,31760.0,0.868,248336.0,-0.025,28,1279.0,0,0.0,0.0,1,694,0.151,0.125,0.0,0.072,0.651,17,6,0,1,0,0.849,1,Home Loan,2,80549.266,0.9115257,1,Home Loan
CUST100338,30,Bengaluru,Salaried-Private,159,1,114119.0,91026.0,106010.0,79182.0,26828.0,0.897,200440.0,-0.094,28,732.0,0,0.0,0.0,0,793,0.065,0.087,0.0,0.047,0.801,18,1,0,0,0,0.935,1,Personal Loan,2,90694.57,0.77400833,1,Personal Loan
CUST100339,56,Surat,Salaried-Private,61,1,90587.0,74605.0,57723.0,40764.0,16959.0,0.952,86727.0,0.138,24,494.0,0,0.0,0.0,0,543,0.207,0.137,0.016,0.022,0.618,20,2,0,0,0,0.793,0,Personal Loan,2,67183.29,0.07745973,0,Personal Loan
CUST100340,45,Ahmedabad,Self-Employed,116,0,62599.0,65234.0,57734.0,40169.0,17566.0,0.656,108087.0,0.146,16,1445.0,0,0.0,0.0,0,858,0.132,0.074,0.023,0.0,0.771,17,1,0,0,1,0.868,1,Auto Loan,3,57161.46,0.93631405,1,Auto Loan
CUST100341,33,Lucknow,Salaried-Private,129,1,53595.0,35611.0,30644.0,20827.0,9817.0,0.964,100598.0,-0.003,10,50.0,1,7088.0,0.199,0,809,0.215,0.052,0.093,0.0,0.441,10,4,0,0,0,0.586,0,Personal Loan,2,32059.479,0.068366945,0,Personal Loan
CUST100342,44,Jaipur,Salaried-Private,151,1,105106.0,94762.0,117555.0,84210.0,33345.0,0.842,504224.0,-0.004,30,62.0,1,31623.0,0.334,0,709,0.254,0.009,0.0,0.035,0.368,27,2,0,0,0,0.412,0,Personal Loan,2,109962.445,0.008495242,0,Personal Loan
CUST100343,41,Ahmedabad,Salaried-Private,113,1,51619.0,39471.0,36809.0,28776.0,8033.0,0.917,882.0,0.02,14,971.0,0,0.0,0.0,0,805,0.05,0.182,0.042,0.0,0.726,17,0,1,0,0,0.95,1,Personal Loan,2,38921.598,0.97870797,1,Personal Loan
CUST100344,54,Ahmedabad,Salaried-Private,128,1,101670.0,89319.0,85440.0,64869.0,20571.0,0.971,373646.0,-0.025,27,987.0,0,0.0,0.0,0,784,0.193,0.0,0.126,0.052,0.629,17,3,0,0,0,0.807,1,Personal Loan,2,88806.15,0.6331761,1,Personal Loan
CUST100345,31,Ahmedabad,Salaried-Govt,151,0,22493.0,48063.0,50514.0,46617.0,3898.0,0.971,104109.0,-0.011,16,1473.0,1,13317.0,0.277,0,638,0.191,0.06,0.122,0.053,0.297,23,3,0,0,0,0.532,0,Personal Loan,1,47919.11,0.007204619,0,Personal Loan
CUST100346,57,Indore,Salaried-Private,169,0,63106.0,65960.0,56953.0,35402.0,21551.0,0.896,199885.0,0.076,22,50.0,1,22666.0,0.344,1,727,0.329,0.039,0.032,0.0,0.256,19,4,0,0,0,0.327,0,Personal Loan,2,65855.93,0.0027352963,0,Personal Loan
CUST100347,55,Hyderabad,Salaried-Private,11,0,17555.0,23189.0,25672.0,19584.0,6088.0,0.869,48181.0,0.206,4,1079.0,1,2886.0,0.124,0,759,0.281,0.0,0.053,0.032,0.509,18,0,0,1,1,0.595,1,Auto Loan,2,21863.367,0.9181973,1,Auto Loan
CUST100348,29,Delhi,Self-Employed,134,0,66450.0,79979.0,58420.0,67183.0,-8763.0,0.791,312420.0,0.012,28,50.0,1,8020.0,0.1,0,711,0.138,0.113,0.0,0.0,0.648,19,0,0,0,0,0.762,0,Personal Loan,3,77011.74,0.019219961,0,Personal Loan
CUST100349,28,Hyderabad,Salaried-Private,33,1,29188.0,37491.0,32744.0,23334.0,9410.0,0.851,86025.0,0.122,13,859.0,0,0.0,0.0,0,705,0.129,0.09,0.06,0.068,0.653,17,4,1,0,0,0.871,1,Personal Loan,2,38168.45,0.95015997,1,Personal Loan
CUST100350,41,Bengaluru,Salaried-Private,160,0,79903.0,68317.0,73770.0,53085.0,20685.0,1.0,56488.0,0.068,17,617.0,1,13495.0,0.198,0,811,0.198,0.075,0.147,0.162,0.221,18,5,0,0,0,0.605,0,Personal Loan,2,66637.55,0.067589484,0,Personal Loan
CUST100351,24,Hyderabad,Salaried-Private,11,0,82357.0,64610.0,55807.0,27490.0,28317.0,0.939,159920.0,-0.094,18,1075.0,1,19215.0,0.297,0,744,0.045,0.022,0.131,0.025,0.479,26,3,0,0,0,0.657,0,Personal Loan,2,63507.996,0.04849696,0,Personal Loan
CUST100352,33,Pune,Self-Employed,46,0,54974.0,55996.0,69708.0,41241.0,28467.0,0.49,195437.0,0.038,11,532.0,1,11896.0,0.212,0,883,0.063,0.094,0.038,0.089,0.503,14,0,0,0,0,0.724,1,Personal Loan,3,57138.28,0.025078278,0,Personal Loan
CUST100353,38,Pune,Salaried-Private,37,0,70149.0,48265.0,51014.0,35753.0,15261.0,0.867,86893.0,0.028,22,1156.0,1,16205.0,0.336,0,667,0.124,0.044,0.064,0.071,0.361,22,1,0,0,0,0.54,0,Personal Loan,2,57040.63,0.008111366,0,Personal Loan
CUST100354,56,Lucknow,Self-Employed,109,1,10000.0,29110.0,35508.0,28976.0,6533.0,0.352,500.0,0.157,14,236.0,0,0.0,0.0,1,732,0.0,0.089,0.0,0.027,0.884,12,2,0,1,0,1.0,1,Personal Loan,3,33588.438,0.8933917,1,Personal Loan
CUST100355,57,Mumbai,Business Owner,3,0,30883.0,46492.0,51312.0,42941.0,8372.0,0.646,75670.0,0.16,11,609.0,0,0.0,0.0,0,636,0.061,0.146,0.0,0.051,0.741,17,1,1,0,0,0.939,1,Personal Loan,0,47674.37,0.9333052,1,Personal Loan
CUST100356,28,Chennai,Self-Employed,6,1,148714.0,103863.0,108870.0,84780.0,24090.0,0.45,202229.0,0.07,30,746.0,0,0.0,0.0,1,759,0.14,0.0,0.015,0.0,0.845,12,1,1,0,0,0.86,1,Personal Loan,3,104063.15,0.712296,1,Personal Loan
CUST100357,54,Jaipur,Salaried-Private,92,0,118257.0,92196.0,83024.0,71794.0,11230.0,0.882,159739.0,0.137,24,1488.0,0,0.0,0.0,0,626,0.511,0.12,0.059,0.036,0.275,20,3,0,0,0,0.489,0,Personal Loan,2,87108.48,0.02732412,0,Personal Loan
CUST100358,26,Lucknow,Self-Employed,174,0,65834.0,83328.0,99108.0,53530.0,45578.0,0.673,88060.0,0.028,32,1066.0,0,0.0,0.0,0,746,0.103,0.202,0.091,0.018,0.586,18,5,0,0,0,0.897,0,Personal Loan,3,85397.65,0.14394239,0,Personal Loan
CUST100359,49,Ahmedabad,Salaried-Govt,96,0,62336.0,61782.0,68960.0,55720.0,13240.0,0.962,233814.0,0.13,20,752.0,1,14940.0,0.242,0,835,0.259,0.163,0.034,0.084,0.217,24,2,0,0,0,0.499,0,Personal Loan,1,62867.688,0.05103699,0,Personal Loan
CUST100360,52,Bengaluru,Salaried-Private,81,1,73748.0,74941.0,102122.0,73773.0,28349.0,0.988,500.0,0.048,17,970.0,0,0.0,0.0,0,734,0.156,0.106,0.071,0.005,0.662,14,2,0,1,0,0.844,1,Home Loan,2,78372.19,0.9810435,1,Home Loan
CUST100361,54,Surat,Salaried-Govt,119,0,26263.0,57275.0,67255.0,49936.0,17320.0,0.945,111168.0,0.128,19,1193.0,0,0.0,0.0,0,639,0.233,0.133,0.0,0.0,0.634,21,5,1,0,0,0.767,1,Personal Loan,1,66156.81,0.8544196,1,Personal Loan
CUST100362,30,Indore,Salaried-Private,100,1,12207.0,15575.0,15425.0,10100.0,5325.0,0.998,30557.0,0.136,5,837.0,1,3773.0,0.242,0,814,0.05,0.009,0.052,0.0,0.647,18,1,1,0,0,0.708,1,Personal Loan,2,14905.452,0.7723787,1,Personal Loan
CUST100363,54,Kolkata,Salaried-Private,71,0,31269.0,32280.0,35295.0,19358.0,15937.0,1.0,159537.0,0.097,11,137.0,0,0.0,0.0,0,762,0.0,0.074,0.0,0.064,0.861,17,1,0,0,1,1.0,1,Auto Loan,2,35774.555,0.9613787,1,Auto Loan
CUST100364,27,Pune,Salaried-Private,107,1,73252.0,91616.0,101998.0,51129.0,50869.0,0.945,162925.0,-0.019,26,964.0,0,0.0,0.0,0,720,0.345,0.051,0.0,0.023,0.581,22,5,0,0,0,0.655,0,Personal Loan,2,90844.56,0.14214668,0,Personal Loan
CUST100365,41,Mumbai,Salaried-Private,3,0,53806.0,64349.0,78791.0,61278.0,17514.0,0.949,158841.0,0.006,17,636.0,1,17165.0,0.267,0,641,0.02,0.032,0.072,0.0,0.609,24,2,0,0,0,0.713,0,Personal Loan,2,67025.32,0.037773136,0,Personal Loan
CUST100366,39,Delhi,Salaried-Private,46,1,25747.0,15000.0,18724.0,15159.0,3565.0,0.897,29813.0,0.1,4,474.0,0,0.0,0.0,0,581,0.358,0.119,0.141,0.071,0.311,25,4,0,0,0,0.642,0,Personal Loan,2,17392.188,0.041004147,0,Personal Loan
CUST100367,34,Pune,Salaried-Govt,122,1,33866.0,36433.0,37370.0,26035.0,11335.0,0.871,70740.0,0.111,10,257.0,0,0.0,0.0,0,900,0.135,0.048,0.039,0.0,0.777,23,3,1,0,0,0.864,1,Personal Loan,1,35930.96,0.95267516,1,Personal Loan
CUST100368,23,Indore,Business Owner,63,0,168959.0,156752.0,136009.0,97564.0,38445.0,0.732,696674.0,0.053,48,940.0,0,0.0,0.0,0,670,0.081,0.0,0.102,0.008,0.81,15,0,0,0,0,0.919,0,Mortgage Loan,0,149556.3,0.019331906,0,Mortgage Loan
CUST100369,50,Bengaluru,Salaried-Private,12,0,40062.0,37514.0,28958.0,17096.0,11862.0,0.966,4971.0,0.015,8,906.0,0,0.0,0.0,0,639,0.118,0.086,0.011,0.022,0.763,15,1,0,0,0,0.882,0,Personal Loan,2,29936.344,0.10288555,0,Personal Loan
CUST100370,34,Delhi,Self-Employed,25,1,23273.0,25087.0,22053.0,17875.0,4178.0,0.876,20049.0,0.055,9,172.0,0,0.0,0.0,0,754,0.372,0.058,0.184,0.0,0.386,23,3,0,0,0,0.628,1,Personal Loan,3,22965.205,0.29173622,1,Personal Loan
CUST100371,46,Surat,Salaried-Govt,156,0,45997.0,53092.0,51034.0,37302.0,13733.0,0.895,155627.0,0.018,14,97.0,0,0.0,0.0,0,635,0.096,0.102,0.0,0.0,0.802,20,1,0,1,0,0.904,1,Home Loan,1,50624.887,0.92512673,1,Home Loan
CUST100372,37,Jaipur,Salaried-Private,61,0,20237.0,15000.0,19135.0,12518.0,6617.0,1.0,32779.0,0.018,4,1596.0,1,5095.0,0.34,0,774,0.134,0.035,0.033,0.063,0.395,27,2,1,0,0,0.526,0,Personal Loan,2,15646.34,0.13410349,0,Personal Loan
CUST100373,36,Bengaluru,Salaried-Private,7,1,43337.0,38549.0,49263.0,43149.0,6114.0,0.916,53011.0,0.197,13,1080.0,0,0.0,0.0,0,849,0.297,0.0,0.093,0.056,0.554,17,0,0,0,0,0.703,1,Personal Loan,2,45384.184,0.31006753,1,Personal Loan
CUST100374,54,Hyderabad,Salaried-Private,131,0,41806.0,65364.0,78046.0,65254.0,12791.0,0.882,110737.0,0.002,21,693.0,0,0.0,0.0,0,631,0.237,0.002,0.038,0.032,0.692,15,1,0,0,0,0.763,0,Personal Loan,2,70315.555,0.062053062,0,Personal Loan
CUST100375,26,Chennai,Salaried-Private,96,1,102998.0,106194.0,131103.0,58150.0,72953.0,0.896,336730.0,0.081,30,953.0,0,0.0,0.0,0,699,0.429,0.005,0.136,0.045,0.385,18,2,0,1,0,0.571,1,Home Loan,2,107457.55,0.77894914,1,Home Loan
CUST100376,48,Kolkata,Salaried-Private,82,1,73772.0,77508.0,73159.0,53322.0,19837.0,1.0,195912.0,0.052,31,416.0,1,26214.0,0.338,0,768,0.32,0.0,0.0,0.0,0.342,12,2,0,0,0,0.342,0,Personal Loan,2,77724.57,0.007726496,0,Personal Loan
CUST100377,49,Surat,Salaried-Private,161,1,35971.0,38311.0,31519.0,17257.0,14262.0,0.863,27989.0,-0.058,9,564.0,0,0.0,0.0,0,616,0.096,0.026,0.032,0.051,0.794,20,3,0,1,0,0.904,1,Personal Loan,2,33428.438,0.90533316,1,Personal Loan
CUST100378,36,Indore,Salaried-Govt,58,0,75101.0,65728.0,59091.0,44030.0,15061.0,0.885,141754.0,-0.061,17,661.0,1,9871.0,0.15,0,644,0.336,0.104,0.023,0.047,0.341,15,4,0,0,0,0.514,0,Personal Loan,1,60948.23,0.0054895114,0,Personal Loan
CUST100379,32,Surat,Salaried-Private,104,1,28332.0,24057.0,17917.0,5375.0,12542.0,1.0,41505.0,0.034,6,1132.0,1,2327.0,0.097,0,719,0.0,0.0,0.032,0.048,0.823,20,2,0,0,0,0.903,0,Personal Loan,2,20196.227,0.08296807,0,Personal Loan
CUST100380,23,Mumbai,Salaried-Private,134,1,79473.0,69429.0,61300.0,46311.0,14989.0,0.986,173965.0,-0.116,19,50.0,0,0.0,0.0,0,900,0.272,0.113,0.0,0.048,0.567,25,2,1,0,0,0.728,1,Personal Loan,2,66764.81,0.9383201,1,Personal Loan
CUST100381,55,Bengaluru,Salaried-Private,110,0,82838.0,75658.0,73699.0,62508.0,11191.0,0.886,99746.0,0.186,18,140.0,1,23169.0,0.306,0,649,0.101,0.0,0.02,0.07,0.503,22,5,0,0,0,0.592,0,Personal Loan,2,72909.31,0.010946415,0,Personal Loan
CUST100382,56,Chennai,Salaried-Govt,39,1,56302.0,54983.0,59107.0,41379.0,17729.0,0.865,500.0,0.011,13,50.0,0,0.0,0.0,0,700,0.251,0.037,0.016,0.025,0.67,21,3,0,0,0,0.749,0,Personal Loan,1,55678.16,0.071480714,0,Personal Loan
CUST100383,31,Mumbai,Salaried-Private,123,1,32422.0,81533.0,87266.0,44536.0,42730.0,0.83,228989.0,0.005,20,1077.0,1,10697.0,0.131,0,900,0.416,0.058,0.057,0.033,0.306,15,1,0,0,1,0.453,1,Auto Loan,2,80370.875,0.6793688,1,Auto Loan
CUST100384,24,Hyderabad,Salaried-Govt,134,1,62674.0,51464.0,48714.0,52228.0,-3515.0,0.936,134987.0,0.138,16,600.0,1,14101.0,0.274,0,799,0.0,0.042,0.117,0.0,0.567,24,1,1,0,0,0.726,1,Personal Loan,1,49842.273,0.94885695,1,Personal Loan
CUST100385,27,Pune,Salaried-Private,24,0,92603.0,81464.0,92490.0,85837.0,6653.0,0.974,319579.0,0.029,29,192.0,1,24524.0,0.301,0,576,0.291,0.097,0.048,0.057,0.206,19,3,0,0,0,0.408,0,Personal Loan,2,82639.72,0.012453073,0,Personal Loan
CUST100386,25,Surat,Salaried-Private,32,0,10864.0,15000.0,14242.0,8893.0,5349.0,1.0,500.0,0.092,8,539.0,0,0.0,0.0,0,708,0.281,0.053,0.069,0.003,0.593,28,5,0,0,0,0.719,0,Personal Loan,2,16075.192,0.065075494,0,Personal Loan
CUST100387,52,Mumbai,Business Owner,122,1,237725.0,220409.0,231762.0,155979.0,75782.0,0.8,373467.0,-0.006,50,334.0,0,0.0,0.0,0,776,0.259,0.051,0.128,0.006,0.556,15,2,0,0,0,0.741,0,Mortgage Loan,0,193860.11,0.051236685,0,Mortgage Loan
CUST100388,54,Pune,Salaried-Private,24,1,59616.0,50461.0,44582.0,16202.0,28381.0,0.85,73390.0,0.044,19,50.0,0,0.0,0.0,1,840,0.062,0.0,0.123,0.014,0.801,15,3,1,0,0,0.938,1,Personal Loan,2,50176.426,0.9849648,1,Personal Loan
CUST100389,28,Bengaluru,Salaried-Private,158,1,125082.0,94192.0,114283.0,92022.0,22261.0,0.923,113565.0,0.117,27,1280.0,0,0.0,0.0,0,853,0.169,0.084,0.0,0.0,0.747,24,5,0,0,0,0.831,1,Personal Loan,2,97027.15,0.87218463,1,Personal Loan
CUST100390,49,Pune,Salaried-Private,22,0,69451.0,60769.0,63997.0,30305.0,33692.0,1.0,500.0,-0.029,13,575.0,1,12523.0,0.206,0,780,0.064,0.173,0.096,0.026,0.435,20,2,0,0,0,0.729,1,Personal Loan,2,58973.61,0.08422029,0,Personal Loan
CUST100391,29,Chennai,Business Owner,175,1,172808.0,158533.0,182602.0,153376.0,29226.0,0.182,31797.0,0.082,48,1292.0,0,0.0,0.0,0,769,0.232,0.03,0.095,0.063,0.58,14,0,0,0,0,0.768,0,Personal Loan,0,158208.9,0.008981383,0,Personal Loan
CUST100392,35,Hyderabad,Self-Employed,121,0,70981.0,89231.0,77414.0,70034.0,7380.0,0.533,196824.0,-0.153,25,50.0,0,0.0,0.0,2,569,0.023,0.1,0.022,0.0,0.855,14,2,0,0,0,0.977,0,Personal Loan,3,84558.836,0.012926465,0,Personal Loan
CUST100393,43,Indore,Self-Employed,81,0,80899.0,106599.0,114718.0,81146.0,33572.0,0.91,111969.0,0.141,25,902.0,0,0.0,0.0,0,664,0.128,0.011,0.008,0.029,0.825,21,1,0,0,0,0.872,0,Personal Loan,3,102406.33,0.16030845,0,Personal Loan
CUST100394,48,Delhi,Business Owner,50,1,61868.0,55469.0,63005.0,33292.0,29713.0,0.37,31084.0,-0.005,17,50.0,1,17945.0,0.324,1,579,0.256,0.119,0.0,0.057,0.245,9,1,0,0,0,0.421,0,Personal Loan,0,56829.06,0.0006340351,0,Personal Loan
CUST100395,53,Chennai,Salaried-Private,63,0,69584.0,84234.0,62621.0,59166.0,3455.0,0.932,332352.0,0.033,24,1873.0,0,0.0,0.0,0,820,0.092,0.091,0.0,0.0,0.817,22,2,0,0,0,0.908,0,Personal Loan,2,78981.95,0.43023217,1,Personal Loan
CUST100396,24,Kolkata,Business Owner,135,0,150884.0,115101.0,141023.0,101592.0,39431.0,0.251,617007.0,0.032,34,50.0,1,24006.0,0.209,0,741,0.132,0.038,0.099,0.104,0.417,21,0,0,0,0,0.659,0,Personal Loan,0,117247.625,0.004578441,0,Personal Loan
CUST100397,29,Kolkata,Salaried-Private,136,0,10000.0,15000.0,12939.0,9533.0,3406.0,0.914,25730.0,-0.038,5,1548.0,1,1396.0,0.093,0,736,0.071,0.034,0.094,0.012,0.697,25,3,0,0,0,0.836,0,Personal Loan,2,14432.599,0.075645216,0,Personal Loan
CUST100398,32,Jaipur,Self-Employed,39,1,14587.0,17780.0,19232.0,10622.0,8609.0,0.366,500.0,-0.044,8,640.0,0,0.0,0.0,2,819,0.211,0.099,0.033,0.0,0.657,12,0,0,0,0,0.789,0,Personal Loan,3,18472.639,0.018121094,0,Personal Loan
CUST100399,33,Bengaluru,Salaried-Private,99,0,101255.0,100755.0,132811.0,100239.0,32572.0,0.885,241269.0,0.082,31,559.0,0,0.0,0.0,0,774,0.163,0.062,0.09,0.033,0.651,26,2,1,0,0,0.837,1,Personal Loan,2,103020.16,0.901278,1,Personal Loan
CUST100400,57,Chennai,Salaried-Private,178,1,34087.0,26834.0,32019.0,21884.0,10135.0,0.871,500.0,0.085,4,945.0,1,3617.0,0.135,0,828,0.092,0.0,0.112,0.003,0.658,17,4,0,0,0,0.773,0,Personal Loan,2,26665.533,0.16131297,0,Personal Loan
CUST100401,50,Jaipur,Business Owner,48,1,48721.0,62348.0,51531.0,24780.0,26751.0,0.932,500.0,-0.031,18,181.0,1,15908.0,0.255,0,796,0.104,0.0,0.0,0.027,0.613,26,4,0,0,0,0.641,0,Personal Loan,0,61109.902,0.14547323,0,Personal Loan
CUST100402,34,Indore,Salaried-Private,125,1,83841.0,81781.0,83686.0,80439.0,3247.0,0.877,197948.0,0.083,24,1043.0,0,0.0,0.0,0,803,0.199,0.095,0.057,0.0,0.648,22,5,0,0,0,0.801,1,Personal Loan,2,79665.52,0.66026163,1,Personal Loan
CUST100403,57,Kolkata,Business Owner,33,1,131938.0,129736.0,160225.0,166096.0,-5871.0,0.723,500.0,0.085,40,1079.0,0,0.0,0.0,0,627,0.053,0.014,0.023,0.075,0.835,19,0,0,0,0,0.947,0,Personal Loan,0,130024.47,0.101312056,0,Personal Loan
